상품명,날짜,판매량,재고량
프리미엄 숏팬츠,2025-05-30,5,60
프리미엄 숏팬츠,2025-05-29,8,52
프리미엄 숏팬츠,2025-05-28,0,52
프리미엄 숏팬츠,2025-05-27,2,50
프리미엄 숏팬츠,2025-05-26,9,41
프리미엄 숏팬츠,2025-05-25,1,40
프리미엄 숏팬츠,2025-05-24,3,37
프리미엄 숏팬츠,2025-05-23,2,35
프리미엄 숏팬츠,2025-05-22,2,33
프리미엄 숏팬츠,2025-05-21,1,32
프리미엄 숏팬츠,2025-05-20,7,25
프리미엄 숏팬츠,2025-05-19,3,22
프리미엄 숏팬츠,2025-05-18,5,17
프리미엄 숏팬츠,2025-05-17,9,8
프리미엄 숏팬츠,2025-05-16,3,5
프리미엄 숏팬츠,2025-05-15,1,4
프리미엄 숏팬츠,2025-05-14,1,3
프리미엄 숏팬츠,2025-05-13,7,0
프리미엄 숏팬츠,2025-05-12,7,0
프리미엄 숏팬츠,2025-05-11,6,0
프리미엄 숏팬츠,2025-05-10,1,0
프리미엄 숏팬츠,2025-05-09,8,0
프리미엄 숏팬츠,2025-05-08,4,0
프리미엄 숏팬츠,2025-05-07,9,0
프리미엄 숏팬츠,2025-05-06,2,0
프리미엄 숏팬츠,2025-05-05,2,0
프리미엄 숏팬츠,2025-05-04,5,0
오버핏 블레이저,2025-06-02,5,96
오버핏 블레이저,2025-06-01,4,92
오버핏 블레이저,2025-05-31,1,91
오버핏 블레이저,2025-05-30,1,90
오버핏 블레이저,2025-05-29,7,83
오버핏 블레이저,2025-05-28,8,75
오버핏 블레이저,2025-05-27,1,74
오버핏 블레이저,2025-05-26,3,71
오버핏 블레이저,2025-05-25,1,70
오버핏 블레이저,2025-05-24,1,69
오버핏 블레이저,2025-05-23,5,64
오버핏 블레이저,2025-05-22,2,62
오버핏 블레이저,2025-05-21,0,62
오버핏 블레이저,2025-05-20,3,59
오버핏 블레이저,2025-05-19,4,55
오버핏 블레이저,2025-05-18,5,50
오버핏 블레이저,2025-05-17,3,47
오버핏 블레이저,2025-05-16,6,41
오버핏 블레이저,2025-05-15,5,36
오버핏 블레이저,2025-05-14,7,29
오버핏 블레이저,2025-05-13,4,25
오버핏 블레이저,2025-05-12,1,24
오버핏 블레이저,2025-05-11,4,20
오버핏 블레이저,2025-05-10,7,13
오버핏 블레이저,2025-05-09,2,11
오버핏 블레이저,2025-05-08,9,2
오버핏 블레이저,2025-05-07,8,0
오버핏 블레이저,2025-05-06,1,0
오버핏 블레이저,2025-05-05,3,0
오버핏 블레이저,2025-05-04,7,0
클래식 후드,2025-06-02,1,174
클래식 후드,2025-06-01,5,169
클래식 후드,2025-05-31,2,167
클래식 후드,2025-05-30,2,165
클래식 후드,2025-05-29,9,156
클래식 후드,2025-05-28,8,148
클래식 후드,2025-05-27,4,144
클래식 후드,2025-05-26,4,140
클래식 후드,2025-05-25,1,139
클래식 후드,2025-05-24,4,135
클래식 후드,2025-05-23,7,128
클래식 후드,2025-05-22,7,121
클래식 후드,2025-05-21,9,112
클래식 후드,2025-05-20,0,112
클래식 후드,2025-05-19,9,103
클래식 후드,2025-05-18,6,97
클래식 후드,2025-05-17,4,93
클래식 후드,2025-05-16,2,91
클래식 후드,2025-05-15,8,83
클래식 후드,2025-05-14,5,78
클래식 후드,2025-05-13,1,77
클래식 후드,2025-05-12,5,72
클래식 후드,2025-05-11,8,64
클래식 후드,2025-05-10,2,62
클래식 후드,2025-05-09,6,56
클래식 후드,2025-05-08,8,48
클래식 후드,2025-05-07,9,39
클래식 후드,2025-05-06,5,34
클래식 후드,2025-05-05,1,33
클래식 후드,2025-05-04,4,29
슬림핏 자켓,2025-06-02,2,67
슬림핏 자켓,2025-06-01,2,65
슬림핏 자켓,2025-05-31,8,57
슬림핏 자켓,2025-05-30,0,57
슬림핏 자켓,2025-05-29,5,52
슬림핏 자켓,2025-05-28,1,51
슬림핏 자켓,2025-05-27,8,43
슬림핏 자켓,2025-05-26,5,38
슬림핏 자켓,2025-05-25,6,32
슬림핏 자켓,2025-05-24,3,29
슬림핏 자켓,2025-05-23,9,20
슬림핏 자켓,2025-05-22,1,19
슬림핏 자켓,2025-05-21,2,17
슬림핏 자켓,2025-05-20,0,17
슬림핏 자켓,2025-05-19,1,16
슬림핏 자켓,2025-05-18,3,13
슬림핏 자켓,2025-05-17,3,10
슬림핏 자켓,2025-05-16,1,9
슬림핏 자켓,2025-05-15,3,6
슬림핏 자켓,2025-05-14,1,5
슬림핏 자켓,2025-05-13,1,4
슬림핏 자켓,2025-05-12,2,2
슬림핏 자켓,2025-05-11,6,0
슬림핏 자켓,2025-05-10,8,0
슬림핏 자켓,2025-05-09,6,0
슬림핏 자켓,2025-05-08,7,0
슬림핏 자켓,2025-05-07,7,0
슬림핏 자켓,2025-05-06,1,0
슬림핏 자켓,2025-05-05,1,0
슬림핏 자켓,2025-05-04,1,0
빈티지 숏팬츠,2025-06-02,4,58
빈티지 숏팬츠,2025-06-01,4,54
빈티지 숏팬츠,2025-05-31,5,49
빈티지 숏팬츠,2025-05-30,3,46
빈티지 숏팬츠,2025-05-29,8,38
빈티지 숏팬츠,2025-05-28,0,38
빈티지 숏팬츠,2025-05-27,9,29
빈티지 숏팬츠,2025-05-26,1,28
빈티지 숏팬츠,2025-05-25,0,28
빈티지 숏팬츠,2025-05-24,1,27
빈티지 숏팬츠,2025-05-23,0,27
빈티지 숏팬츠,2025-05-22,7,20
빈티지 숏팬츠,2025-05-21,2,18
빈티지 숏팬츠,2025-05-20,8,10
빈티지 숏팬츠,2025-05-19,1,9
빈티지 숏팬츠,2025-05-18,9,0
빈티지 숏팬츠,2025-05-17,4,0
빈티지 숏팬츠,2025-05-16,0,0
빈티지 숏팬츠,2025-05-15,5,0
빈티지 숏팬츠,2025-05-14,9,0
빈티지 숏팬츠,2025-05-13,2,0
빈티지 숏팬츠,2025-05-12,4,0
빈티지 숏팬츠,2025-05-11,3,0
빈티지 숏팬츠,2025-05-10,9,0
빈티지 숏팬츠,2025-05-09,1,0
빈티지 숏팬츠,2025-05-08,8,0
빈티지 숏팬츠,2025-05-07,6,0
빈티지 숏팬츠,2025-05-06,5,0
빈티지 숏팬츠,2025-05-05,5,0
빈티지 숏팬츠,2025-05-04,2,0
빈티지 와이드팬츠,2025-06-02,1,95
빈티지 와이드팬츠,2025-06-01,8,87
빈티지 와이드팬츠,2025-05-31,3,84
빈티지 와이드팬츠,2025-05-30,1,83
빈티지 와이드팬츠,2025-05-29,8,75
빈티지 와이드팬츠,2025-05-28,8,67
빈티지 와이드팬츠,2025-05-27,2,65
빈티지 와이드팬츠,2025-05-26,1,64
빈티지 와이드팬츠,2025-05-25,4,60
빈티지 와이드팬츠,2025-05-24,5,55
빈티지 와이드팬츠,2025-05-23,7,48
빈티지 와이드팬츠,2025-05-22,7,41
빈티지 와이드팬츠,2025-05-21,5,36
빈티지 와이드팬츠,2025-05-20,7,29
빈티지 와이드팬츠,2025-05-19,9,20
빈티지 와이드팬츠,2025-05-18,7,13
빈티지 와이드팬츠,2025-05-17,9,4
빈티지 와이드팬츠,2025-05-16,2,2
빈티지 와이드팬츠,2025-05-15,7,0
빈티지 와이드팬츠,2025-05-14,1,0
빈티지 와이드팬츠,2025-05-13,3,0
빈티지 와이드팬츠,2025-05-12,6,0
빈티지 와이드팬츠,2025-05-11,1,0
빈티지 와이드팬츠,2025-05-10,0,0
빈티지 와이드팬츠,2025-05-09,8,0
빈티지 와이드팬츠,2025-05-08,8,0
빈티지 와이드팬츠,2025-05-07,1,0
빈티지 와이드팬츠,2025-05-06,8,0
빈티지 와이드팬츠,2025-05-05,1,0
빈티지 와이드팬츠,2025-05-04,3,0
클래식 자켓,2025-06-02,5,192
클래식 자켓,2025-06-01,2,190
클래식 자켓,2025-05-31,5,185
클래식 자켓,2025-05-30,0,185
클래식 자켓,2025-05-29,5,180
클래식 자켓,2025-05-28,2,178
클래식 자켓,2025-05-27,4,174
클래식 자켓,2025-05-26,8,166
클래식 자켓,2025-05-25,5,161
클래식 자켓,2025-05-24,5,156
클래식 자켓,2025-05-23,9,147
클래식 자켓,2025-05-22,2,145
클래식 자켓,2025-05-21,4,141
클래식 자켓,2025-05-20,3,138
클래식 자켓,2025-05-19,7,131
클래식 자켓,2025-05-18,8,123
클래식 자켓,2025-05-17,9,114
클래식 자켓,2025-05-16,6,108
클래식 자켓,2025-05-15,6,102
클래식 자켓,2025-05-14,5,97
클래식 자켓,2025-05-13,8,89
클래식 자켓,2025-05-12,0,89
클래식 자켓,2025-05-11,5,84
클래식 자켓,2025-05-10,0,84
클래식 자켓,2025-05-09,3,81
클래식 자켓,2025-05-08,6,75
클래식 자켓,2025-05-07,1,74
클래식 자켓,2025-05-06,4,70
클래식 자켓,2025-05-05,0,70
클래식 자켓,2025-05-04,7,63
