상품명,날짜,판매량,재고량
프리미엄 맨투맨,2025-05-13,5,0
프리미엄 맨투맨,2025-05-12,2,0
프리미엄 맨투맨,2025-05-11,8,0
프리미엄 맨투맨,2025-05-10,5,0
프리미엄 맨투맨,2025-05-09,0,0
프리미엄 맨투맨,2025-05-08,4,0
프리미엄 맨투맨,2025-05-07,2,0
프리미엄 맨투맨,2025-05-06,5,0
프리미엄 맨투맨,2025-05-05,6,0
프리미엄 맨투맨,2025-05-04,4,0
슬림핏 셔츠,2025-06-02,9,76
슬림핏 셔츠,2025-06-01,4,72
슬림핏 셔츠,2025-05-31,8,64
슬림핏 셔츠,2025-05-30,0,64
슬림핏 셔츠,2025-05-29,0,64
슬림핏 셔츠,2025-05-28,8,56
슬림핏 셔츠,2025-05-27,6,50
슬림핏 셔츠,2025-05-26,1,49
슬림핏 셔츠,2025-05-25,5,44
슬림핏 셔츠,2025-05-24,2,42
슬림핏 셔츠,2025-05-23,6,36
슬림핏 셔츠,2025-05-22,0,36
슬림핏 셔츠,2025-05-21,3,33
슬림핏 셔츠,2025-05-20,7,26
슬림핏 셔츠,2025-05-19,7,19
슬림핏 셔츠,2025-05-18,1,18
슬림핏 셔츠,2025-05-17,6,12
슬림핏 셔츠,2025-05-16,3,9
슬림핏 셔츠,2025-05-15,6,3
슬림핏 셔츠,2025-05-14,1,2
슬림핏 셔츠,2025-05-13,4,0
슬림핏 셔츠,2025-05-12,2,0
슬림핏 셔츠,2025-05-11,1,0
슬림핏 셔츠,2025-05-10,8,0
슬림핏 셔츠,2025-05-09,7,0
슬림핏 셔츠,2025-05-08,6,0
슬림핏 셔츠,2025-05-07,1,0
슬림핏 셔츠,2025-05-06,9,0
슬림핏 셔츠,2025-05-05,9,0
슬림핏 셔츠,2025-05-04,4,0
프리미엄 블라우스,2025-06-02,1,70
프리미엄 블라우스,2025-06-01,0,70
프리미엄 블라우스,2025-05-31,3,67
프리미엄 블라우스,2025-05-30,8,59
프리미엄 블라우스,2025-05-29,0,59
프리미엄 블라우스,2025-05-28,0,59
프리미엄 블라우스,2025-05-27,5,54
프리미엄 블라우스,2025-05-26,7,47
프리미엄 블라우스,2025-05-25,8,39
프리미엄 블라우스,2025-05-24,6,33
프리미엄 블라우스,2025-05-23,6,27
프리미엄 블라우스,2025-05-22,7,20
프리미엄 블라우스,2025-05-21,6,14
프리미엄 블라우스,2025-05-20,6,8
프리미엄 블라우스,2025-05-19,8,0
프리미엄 블라우스,2025-05-18,3,0
프리미엄 블라우스,2025-05-17,8,0
프리미엄 블라우스,2025-05-16,8,0
프리미엄 블라우스,2025-05-15,1,0
프리미엄 블라우스,2025-05-14,0,0
프리미엄 블라우스,2025-05-13,4,0
프리미엄 블라우스,2025-05-12,3,0
프리미엄 블라우스,2025-05-11,3,0
프리미엄 블라우스,2025-05-10,5,0
프리미엄 블라우스,2025-05-09,8,0
프리미엄 블라우스,2025-05-08,1,0
프리미엄 블라우스,2025-05-07,3,0
프리미엄 블라우스,2025-05-06,0,0
프리미엄 블라우스,2025-05-05,0,0
프리미엄 블라우스,2025-05-04,6,0
프리미엄 패딩,2025-06-02,1,110
프리미엄 패딩,2025-06-01,2,108
프리미엄 패딩,2025-05-31,0,108
프리미엄 패딩,2025-05-30,9,99
프리미엄 패딩,2025-05-29,0,99
프리미엄 패딩,2025-05-28,4,95
프리미엄 패딩,2025-05-27,3,92
프리미엄 패딩,2025-05-26,7,85
프리미엄 패딩,2025-05-25,7,78
프리미엄 패딩,2025-05-24,1,77
프리미엄 패딩,2025-05-23,6,71
프리미엄 패딩,2025-05-22,5,66
프리미엄 패딩,2025-05-21,9,57
프리미엄 패딩,2025-05-20,3,54
프리미엄 패딩,2025-05-19,9,45
프리미엄 패딩,2025-05-18,8,37
프리미엄 패딩,2025-05-17,8,29
프리미엄 패딩,2025-05-16,5,24
프리미엄 패딩,2025-05-15,9,15
프리미엄 패딩,2025-05-14,2,13
프리미엄 패딩,2025-05-13,9,4
프리미엄 패딩,2025-05-12,3,1
프리미엄 패딩,2025-05-11,0,1
프리미엄 패딩,2025-05-10,4,0
프리미엄 패딩,2025-05-09,7,0
프리미엄 패딩,2025-05-08,3,0
프리미엄 패딩,2025-05-07,5,0
프리미엄 패딩,2025-05-06,6,0
프리미엄 패딩,2025-05-05,9,0
프리미엄 패딩,2025-05-04,9,0
빈티지 셔츠,2025-06-02,4,160
빈티지 셔츠,2025-06-01,6,154
빈티지 셔츠,2025-05-31,7,147
빈티지 셔츠,2025-05-30,2,145
빈티지 셔츠,2025-05-29,1,144
빈티지 셔츠,2025-05-28,0,144
빈티지 셔츠,2025-05-27,8,136
빈티지 셔츠,2025-05-26,2,134
빈티지 셔츠,2025-05-25,0,134
빈티지 셔츠,2025-05-24,1,133
빈티지 셔츠,2025-05-23,8,125
빈티지 셔츠,2025-05-22,2,123
빈티지 셔츠,2025-05-21,5,118
빈티지 셔츠,2025-05-20,1,117
빈티지 셔츠,2025-05-19,5,112
빈티지 셔츠,2025-05-18,3,109
빈티지 셔츠,2025-05-17,4,105
빈티지 셔츠,2025-05-16,6,99
빈티지 셔츠,2025-05-15,8,91
빈티지 셔츠,2025-05-14,3,88
빈티지 셔츠,2025-05-13,9,79
빈티지 셔츠,2025-05-12,5,74
빈티지 셔츠,2025-05-11,9,65
빈티지 셔츠,2025-05-10,0,65
빈티지 셔츠,2025-05-09,4,61
빈티지 셔츠,2025-05-08,2,59
빈티지 셔츠,2025-05-07,2,57
빈티지 셔츠,2025-05-06,3,54
빈티지 셔츠,2025-05-05,0,54
빈티지 셔츠,2025-05-04,2,52
트렌디 니트,2025-06-02,0,175
트렌디 니트,2025-06-01,6,169
트렌디 니트,2025-05-31,2,167
트렌디 니트,2025-05-30,7,160
트렌디 니트,2025-05-29,1,159
트렌디 니트,2025-05-28,8,151
트렌디 니트,2025-05-27,0,151
트렌디 니트,2025-05-26,0,151
트렌디 니트,2025-05-25,9,142
트렌디 니트,2025-05-24,5,137
트렌디 니트,2025-05-23,5,132
트렌디 니트,2025-05-22,8,124
트렌디 니트,2025-05-21,1,123
트렌디 니트,2025-05-20,9,114
트렌디 니트,2025-05-19,7,107
트렌디 니트,2025-05-18,4,103
트렌디 니트,2025-05-17,4,99
트렌디 니트,2025-05-16,6,93
트렌디 니트,2025-05-15,1,92
트렌디 니트,2025-05-14,6,86
트렌디 니트,2025-05-13,5,81
트렌디 니트,2025-05-12,6,75
트렌디 니트,2025-05-11,4,71
트렌디 니트,2025-05-10,5,66
트렌디 니트,2025-05-09,0,66
트렌디 니트,2025-05-08,4,62
트렌디 니트,2025-05-07,0,62
트렌디 니트,2025-05-06,0,62
트렌디 니트,2025-05-05,8,54
트렌디 니트,2025-05-04,5,49
슬림핏 미디 원피스,2025-06-02,7,162
슬림핏 미디 원피스,2025-06-01,6,156
슬림핏 미디 원피스,2025-05-31,7,149
슬림핏 미디 원피스,2025-05-30,3,146
슬림핏 미디 원피스,2025-05-29,7,139
슬림핏 미디 원피스,2025-05-28,4,135
슬림핏 미디 원피스,2025-05-27,2,133
슬림핏 미디 원피스,2025-05-26,4,129
슬림핏 미디 원피스,2025-05-25,7,122
슬림핏 미디 원피스,2025-05-24,4,118
슬림핏 미디 원피스,2025-05-23,7,111
슬림핏 미디 원피스,2025-05-22,0,111
슬림핏 미디 원피스,2025-05-21,8,103
슬림핏 미디 원피스,2025-05-20,0,103
슬림핏 미디 원피스,2025-05-19,9,94
슬림핏 미디 원피스,2025-05-18,3,91
슬림핏 미디 원피스,2025-05-17,8,83
슬림핏 미디 원피스,2025-05-16,0,83
슬림핏 미디 원피스,2025-05-15,2,81
슬림핏 미디 원피스,2025-05-14,7,74
슬림핏 미디 원피스,2025-05-13,9,65
슬림핏 미디 원피스,2025-05-12,6,59
슬림핏 미디 원피스,2025-05-11,8,51
슬림핏 미디 원피스,2025-05-10,3,48
슬림핏 미디 원피스,2025-05-09,3,45
슬림핏 미디 원피스,2025-05-08,4,41
슬림핏 미디 원피스,2025-05-07,5,36
슬림핏 미디 원피스,2025-05-06,4,32
슬림핏 미디 원피스,2025-05-05,5,27
슬림핏 미디 원피스,2025-05-04,0,27
