상품명,날짜,판매량,재고량
클래식 숏팬츠,2025-05-10,8,48
클래식 숏팬츠,2025-05-09,6,42
클래식 숏팬츠,2025-05-08,9,33
클래식 숏팬츠,2025-05-07,8,25
클래식 숏팬츠,2025-05-06,3,22
클래식 숏팬츠,2025-05-05,7,15
클래식 숏팬츠,2025-05-04,6,9
빈티지 미니 원피스,2025-06-02,9,184
빈티지 미니 원피스,2025-06-01,3,181
빈티지 미니 원피스,2025-05-31,2,179
빈티지 미니 원피스,2025-05-30,8,171
빈티지 미니 원피스,2025-05-29,5,166
빈티지 미니 원피스,2025-05-28,0,166
빈티지 미니 원피스,2025-05-27,4,162
빈티지 미니 원피스,2025-05-26,4,158
빈티지 미니 원피스,2025-05-25,3,155
빈티지 미니 원피스,2025-05-24,1,154
빈티지 미니 원피스,2025-05-23,1,153
빈티지 미니 원피스,2025-05-22,3,150
빈티지 미니 원피스,2025-05-21,5,145
빈티지 미니 원피스,2025-05-20,3,142
빈티지 미니 원피스,2025-05-19,4,138
빈티지 미니 원피스,2025-05-18,9,129
빈티지 미니 원피스,2025-05-17,9,120
빈티지 미니 원피스,2025-05-16,1,119
빈티지 미니 원피스,2025-05-15,2,117
빈티지 미니 원피스,2025-05-14,2,115
빈티지 미니 원피스,2025-05-13,7,108
빈티지 미니 원피스,2025-05-12,3,105
빈티지 미니 원피스,2025-05-11,7,98
빈티지 미니 원피스,2025-05-10,0,98
빈티지 미니 원피스,2025-05-09,3,95
빈티지 미니 원피스,2025-05-08,4,91
빈티지 미니 원피스,2025-05-07,2,89
빈티지 미니 원피스,2025-05-06,6,83
빈티지 미니 원피스,2025-05-05,7,76
빈티지 미니 원피스,2025-05-04,1,75
빈티지 스커트,2025-06-02,6,178
빈티지 스커트,2025-06-01,8,170
빈티지 스커트,2025-05-31,2,168
빈티지 스커트,2025-05-30,4,164
빈티지 스커트,2025-05-29,6,158
빈티지 스커트,2025-05-28,1,157
빈티지 스커트,2025-05-27,0,157
빈티지 스커트,2025-05-26,9,148
빈티지 스커트,2025-05-25,1,147
빈티지 스커트,2025-05-24,5,142
빈티지 스커트,2025-05-23,3,139
빈티지 스커트,2025-05-22,2,137
빈티지 스커트,2025-05-21,9,128
빈티지 스커트,2025-05-20,9,119
빈티지 스커트,2025-05-19,2,117
빈티지 스커트,2025-05-18,4,113
빈티지 스커트,2025-05-17,1,112
빈티지 스커트,2025-05-16,4,108
빈티지 스커트,2025-05-15,7,101
빈티지 스커트,2025-05-14,2,99
빈티지 스커트,2025-05-13,0,99
빈티지 스커트,2025-05-12,7,92
빈티지 스커트,2025-05-11,5,87
빈티지 스커트,2025-05-10,6,81
빈티지 스커트,2025-05-09,6,75
빈티지 스커트,2025-05-08,3,72
빈티지 스커트,2025-05-07,8,64
빈티지 스커트,2025-05-06,0,64
빈티지 스커트,2025-05-05,8,56
빈티지 스커트,2025-05-04,4,52
오버핏 자켓,2025-06-02,8,77
오버핏 자켓,2025-06-01,9,68
오버핏 자켓,2025-05-31,8,60
오버핏 자켓,2025-05-30,5,55
오버핏 자켓,2025-05-29,9,46
오버핏 자켓,2025-05-28,9,37
오버핏 자켓,2025-05-27,6,31
오버핏 자켓,2025-05-26,1,30
오버핏 자켓,2025-05-25,5,25
오버핏 자켓,2025-05-24,9,16
오버핏 자켓,2025-05-23,0,16
오버핏 자켓,2025-05-22,1,15
오버핏 자켓,2025-05-21,0,15
오버핏 자켓,2025-05-20,7,8
오버핏 자켓,2025-05-19,1,7
오버핏 자켓,2025-05-18,2,5
오버핏 자켓,2025-05-17,9,0
오버핏 자켓,2025-05-16,0,0
오버핏 자켓,2025-05-15,6,0
오버핏 자켓,2025-05-14,3,0
오버핏 자켓,2025-05-13,0,0
오버핏 자켓,2025-05-12,7,0
오버핏 자켓,2025-05-11,3,0
오버핏 자켓,2025-05-10,7,0
오버핏 자켓,2025-05-09,6,0
오버핏 자켓,2025-05-08,1,0
오버핏 자켓,2025-05-07,6,0
오버핏 자켓,2025-05-06,7,0
오버핏 자켓,2025-05-05,8,0
오버핏 자켓,2025-05-04,8,0
프리미엄 청바지,2025-06-02,8,186
프리미엄 청바지,2025-06-01,0,186
프리미엄 청바지,2025-05-31,3,183
프리미엄 청바지,2025-05-30,0,183
프리미엄 청바지,2025-05-29,9,174
프리미엄 청바지,2025-05-28,6,168
프리미엄 청바지,2025-05-27,6,162
프리미엄 청바지,2025-05-26,7,155
프리미엄 청바지,2025-05-25,9,146
프리미엄 청바지,2025-05-24,9,137
프리미엄 청바지,2025-05-23,5,132
프리미엄 청바지,2025-05-22,7,125
프리미엄 청바지,2025-05-21,0,125
프리미엄 청바지,2025-05-20,9,116
프리미엄 청바지,2025-05-19,1,115
프리미엄 청바지,2025-05-18,3,112
프리미엄 청바지,2025-05-17,1,111
프리미엄 청바지,2025-05-16,0,111
프리미엄 청바지,2025-05-15,9,102
프리미엄 청바지,2025-05-14,2,100
프리미엄 청바지,2025-05-13,9,91
프리미엄 청바지,2025-05-12,1,90
프리미엄 청바지,2025-05-11,9,81
프리미엄 청바지,2025-05-10,1,80
프리미엄 청바지,2025-05-09,0,80
프리미엄 청바지,2025-05-08,6,74
프리미엄 청바지,2025-05-07,3,71
프리미엄 청바지,2025-05-06,8,63
프리미엄 청바지,2025-05-05,8,55
프리미엄 청바지,2025-05-04,2,53
프리미엄 맨투맨,2025-06-02,5,170
프리미엄 맨투맨,2025-06-01,5,165
프리미엄 맨투맨,2025-05-31,3,162
프리미엄 맨투맨,2025-05-30,9,153
프리미엄 맨투맨,2025-05-29,0,153
프리미엄 맨투맨,2025-05-28,4,149
프리미엄 맨투맨,2025-05-27,4,145
프리미엄 맨투맨,2025-05-26,3,142
프리미엄 맨투맨,2025-05-25,0,142
프리미엄 맨투맨,2025-05-24,6,136
프리미엄 맨투맨,2025-05-23,3,133
프리미엄 맨투맨,2025-05-22,4,129
프리미엄 맨투맨,2025-05-21,8,121
프리미엄 맨투맨,2025-05-20,6,115
프리미엄 맨투맨,2025-05-19,7,108
프리미엄 맨투맨,2025-05-18,1,107
프리미엄 맨투맨,2025-05-17,9,98
프리미엄 맨투맨,2025-05-16,2,96
프리미엄 맨투맨,2025-05-15,3,93
프리미엄 맨투맨,2025-05-14,4,89
프리미엄 맨투맨,2025-05-13,4,85
프리미엄 맨투맨,2025-05-12,5,80
프리미엄 맨투맨,2025-05-11,2,78
프리미엄 맨투맨,2025-05-10,5,73
프리미엄 맨투맨,2025-05-09,9,64
프리미엄 맨투맨,2025-05-08,6,58
프리미엄 맨투맨,2025-05-07,8,50
프리미엄 맨투맨,2025-05-06,9,41
프리미엄 맨투맨,2025-05-05,5,36
프리미엄 맨투맨,2025-05-04,4,32
오버핏 자켓,2025-06-02,9,173
오버핏 자켓,2025-06-01,5,168
오버핏 자켓,2025-05-31,7,161
오버핏 자켓,2025-05-30,7,154
오버핏 자켓,2025-05-29,2,152
오버핏 자켓,2025-05-28,3,149
오버핏 자켓,2025-05-27,8,141
오버핏 자켓,2025-05-26,7,134
오버핏 자켓,2025-05-25,7,127
오버핏 자켓,2025-05-24,9,118
오버핏 자켓,2025-05-23,5,113
오버핏 자켓,2025-05-22,8,105
오버핏 자켓,2025-05-21,9,96
오버핏 자켓,2025-05-20,3,93
오버핏 자켓,2025-05-19,0,93
오버핏 자켓,2025-05-18,1,92
오버핏 자켓,2025-05-17,9,83
오버핏 자켓,2025-05-16,0,83
오버핏 자켓,2025-05-15,1,82
오버핏 자켓,2025-05-14,9,73
오버핏 자켓,2025-05-13,9,64
오버핏 자켓,2025-05-12,8,56
오버핏 자켓,2025-05-11,3,53
오버핏 자켓,2025-05-10,3,50
오버핏 자켓,2025-05-09,9,41
오버핏 자켓,2025-05-08,9,32
오버핏 자켓,2025-05-07,5,27
오버핏 자켓,2025-05-06,8,19
오버핏 자켓,2025-05-05,5,14
오버핏 자켓,2025-05-04,4,10
